Direccion;Canal;Segmento;Fecha de creacion;Dia de la semana;Numero de semana;Cod Persona;Campaña de referencia
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45170140;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;45280920;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;45450070;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;45450070;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49500280;Pregrado-AC-202602 
Inbound;Web;Gracias landing;19/04/2026;domingo;16;49647710;Pregrado-AC-202602 
Inbound;Web;Portal;19/04/2026;domingo;16;46021430;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;34158470;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;16/04/2026;jueves;16;1605220;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;13179860;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfowpe647_formulario_web_periodo_anterior_1304;16/04/2026;jueves;16;48729410;Pregrado-AC-202602 
Inbound;Web;Portal;18/04/2026;sábado;16;49638650;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49638650;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;14/04/2026;martes;16;49113840;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;41957330;Pregrado-AC-202602 
Inbound;Web;Convalidador;15/04/2026;miércoles;16;49593950;EPE-FC-202602 - EPE- 202602
Inbound;Web;Banner principal;15/04/2026;miércoles;16;49591610;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;17/04/2026;viernes;16;48513460;Pregrado-AC-202602 
Inbound;Web;Gracias landing;17/04/2026;viernes;16;2513910;EPE-FC-202602 - EPE- 202602
Inbound;Web;Banner principal;13/04/2026;lunes;16;43952210;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;36856410;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;18/04/2026;sábado;16;49644730;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49084120;Pregrado-AC-202602 
Inbound;Web;Gracias landing;16/04/2026;jueves;16;39886120;Pregrado-AC-202602 
Inbound;Web;Portal;14/04/2026;martes;16;49584020;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;18/04/2026;sábado;16;43210670;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Pag admisión;14/04/2026;martes;16;44358580;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;19/04/2026;domingo;16;20820270;Pregrado-AC-202602 
Inbound;Web;Convalidador;19/04/2026;domingo;16;9675270;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;17/04/2026;viernes;16;46710710;MEDICINA - Pregrado-AC-202701
Inbound;Onsite;Pop-Up;13/04/2026;lunes;16;49290290;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;45164490;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;45164490;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;18/04/2026;sábado;16;35926350;Pregrado-AC-202602 
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;49595440;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;19/04/2026;domingo;16;46405270;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;15/04/2026;miércoles;16;49595560;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49595560;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;41199700;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;15/04/2026;miércoles;16;49593980;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;41875730;Pregrado-AC-202602 
Inbound;Web;Portal;14/04/2026;martes;16;9671550;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias portal;14/04/2026;martes;16;46695550;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;43264080;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;49039570;EPE-FC-202602 - EPE- 202602
Inbound;Onsite;Pop-Up;18/04/2026;sábado;16;38571680;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;38571680;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;15/04/2026;miércoles;16;49588420;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49638140;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49638140;Pregrado-AC-202602 
Inbound;Web;Pag institucional;18/04/2026;sábado;16;43622840;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45623380;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugfowpe647_formulario_web_periodo_anterior_1304;16/04/2026;jueves;16;44145090;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49584010;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49584010;Pregrado-AC-202602 
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;46183440;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;46977610;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;41557370;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;45412540;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;44727720;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;44727720;Pregrado-AC-202602 
Inbound;Web;Gracias landing;14/04/2026;martes;16;46974120;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;46974120;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;18/04/2026;sábado;16;38606390;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;46178170;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;46178170;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;43709030;Pregrado-AC-202602 
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;14/04/2026;martes;16;41961890;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45224470;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;42890560;Pregrado-AC-202602 
Inbound;Web;Gracias landing;13/04/2026;lunes;16;32352430;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;39134270;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;39134270;Pregrado-AC-202602 
Inbound;Web;Gracias pag Facultad;15/04/2026;miércoles;16;49595820;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49595820;Pregrado-AC-202602 
Inbound;Web;Gracias landing;17/04/2026;viernes;16;49595820;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;47249930;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;35297160;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49429580;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;43553720;Pregrado-AC-202602 
Inbound;Web;Portal;19/04/2026;domingo;16;19174360;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;13/04/2026;lunes;16;45548640;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;42640790;Pregrado-AC-202602 
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;19299000;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45703930;MEDICINA - Pregrado-AC-202701
Inbound;Web;Portal;15/04/2026;miércoles;16;36089160;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;47237280;Pregrado-AC-202602 
Inbound;Web;Gracias principal;16/04/2026;jueves;16;49605810;Pregrado-AC-202602 
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;49593760;EPE-FC-202602 - EPE- 202602
Inbound;Web;Convalidador;18/04/2026;sábado;16;43916920;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;33120200;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;15/04/2026;miércoles;16;49595310;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;35745440;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;46115000;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;47289890;MEDICINA - Pregrado-AC-202701
Inbound;Web;Botón Página Principal;16/04/2026;jueves;16;40857810;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;15/04/2026;miércoles;16;45427000;Pregrado-AC-202602 
Inbound;Web;Convalidador;14/04/2026;martes;16;34514190;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;49652900;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;15/04/2026;miércoles;16;49592950;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49545630;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49573440;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;398844;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;42369770;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;48801170;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;16/04/2026;jueves;16;32799070;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;44828220;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;44828220;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;14/04/2026;martes;16;21734070;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49497750;Pregrado-AC-202602 
Outbound;WhatsApp;ugles537_leads_semanales_170426;17/04/2026;viernes;16;49551640;Pregrado-AC-202602 
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;49610620;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;49252660;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;17/04/2026;viernes;16;30737130;EPE-FC-202602 - EPE- 202602
Inbound;Web;Banner principal;18/04/2026;sábado;16;47230480;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;35344170;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;387920;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;7773690;Pregrado-AC-202602 
Inbound;Web;Botón Pag admisión;18/04/2026;sábado;16;49644430;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;48490220;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;48490220;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;39452770;MEDICINA - Pregrado-AC-202701
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;49591500;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;48821710;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;48821710;Pregrado-AC-202602 
Inbound;Web;Portal;15/04/2026;miércoles;16;49597370;EPE-FC-202602 - EPE- 202602
Inbound;Web;Convalidador;19/04/2026;domingo;16;7552050;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49444400;Pregrado-AC-202602 
Inbound;Redes sociales;Pauta Facebook;18/04/2026;sábado;16;46732870;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias principal;18/04/2026;sábado;16;49643810;Pregrado-AC-202602 
Inbound;Web;Gracias principal;19/04/2026;domingo;16;49643810;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;45473970;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;45473970;Pregrado-AC-202602 
Outbound;WhatsApp;ugles537_leads_semanales_170426;17/04/2026;viernes;16;42518040;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;47078830;Pregrado-AC-202602 
Inbound;Web;Gracias portal;19/04/2026;domingo;16;49651450;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;45385410;Pregrado-AC-202602 
Inbound;Web;Convalidador;19/04/2026;domingo;16;39955610;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;48582310;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;34021960;Pregrado-AC-202602 
Inbound;Web;Gracias landing;13/04/2026;lunes;16;43301730;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;35275350;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;49598480;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;1112480;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;13/04/2026;lunes;16;1081970;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;49574150;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;42848050;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfowpe647_formulario_web_periodo_anterior_1304;16/04/2026;jueves;16;;Pregrado-AC-202602 
